timestamp;rx_mbps_p1;tx_mbps_p1;rx_pps_p1;tx_pps_p1;avg_rx_pkt_bytes_p1;util_rx_pct_p1;drop_p1;delay_ms_p1;last_payload_bytes_p1;priority_tag_p1;policing_rate_kbps_p1;policing_burst_kbps_p1;rx_mbps_p2;tx_mbps_p2;rx_pps_p2;tx_pps_p2;avg_rx_pkt_bytes_p2;util_rx_pct_p2;drop_p2;delay_ms_p2;last_payload_bytes_p2;priority_tag_p2;policing_rate_kbps_p2;policing_burst_kbps_p2;rx_mbps_p4;tx_mbps_p4;rx_pps_p4;tx_pps_p4;avg_rx_pkt_bytes_p4;util_rx_pct_p4;drop_p4;delay_ms_p4;last_payload_bytes_p4;priority_tag_p4;policing_rate_kbps_p4;policing_burst_kbps_p4
2026-01-19T08:05:17Z;4,2188506;6,519847;6412,7627;17720,643;65,0038;0,35547566;2,9802322e-08;6,670478;139,82277;2,9802322e-08;1000000,0;100000,0;3,7592027;7,205279;5956,3706;13119,999;65,3206;0,28849605;2,9802322e-08;7,3252916;2948,262;2,9802322e-08;1000000,0;100000,0;4,3731003;1,1066116;8679,425;2298,7146;64,76938;0,33625987;2,9802322e-08;6,6446915;134,04169;1,0;1000000,0;100000,0
2026-01-19T08:05:18Z;3,1733568;6,812374;5912,571;15582,775;65,72815;0,30231062;0,0;6,510719;139,79459;0,0;1000000,0;100000,0;2,8645668;7,3322253;6956,773;14185,531;65,40416;0,35358575;0,0;7,326022;3301,0708;0,0;1000000,0;100000,0;3,921407;1,1639574;6805,067;2372,6426;65,18988;0,37184933;0,0;6,68491;134,17874;1,0;1000000,0;100000,0
2026-01-19T08:05:19Z;3,2959678;5,6663837;6326,209;16036,576;64,41919;0,33277434;0,0;6,5033402;139,94739;0,0;1000000,0;100000,0;3,1543458;6,3364;5860,6064;13601,226;64,58556;0,29756433;0,0;7,288279;1329,2959;0,0;1000000,0;100000,0;4,188089;1,2158872;7308,5903;2555,62;64,24304;0,3662616;0,0;6,6343603;134,46567;1,0;1000000,0;100000,0
2026-01-19T08:05:20Z;2,9454212;6,9963875;5038,8037;11984,679;64,83629;0,33130065;0,0;6,556787;139,90997;0,0;1000000,0;100000,0;3,6027973;7,0343513;5512,158;13598,161;64,969666;0,3100238;0,0;7,284261;3134,6145;0,0;1000000,0;100000,0;3,7869635;1,1970823;7325,1313;2308,0703;64,57781;0,39450705;0,0;6,6035385;134,12648;1,0;1000000,0;100000,0
2026-01-19T08:05:21Z;3,4148912;6,1713824;5925,222;14071,724;65,731186;0,3093109;0,0;6,493359;139,84355;0,0;1000000,0;100000,0;3,7216537;6,776959;4934,808;15181,392;65,35883;0,35265315;0,0;7,3261743;3309,6365;0,0;1000000,0;100000,0;3,6029959;1,1971817;7682,802;2349,4036;65,18032;0,3919863;0,0;6,566178;134,2091;1,0;1000000,0;100000,0
2026-01-19T08:05:22Z;2,8506896;7,0214605;5819,744;12802,293;65,39232;0,38447517;0,0;6,475299;139,8219;0,0;1000000,0;100000,0;2,4986134;6,796264;6109,16;13485,726;65,03574;0,2539264;0,0;7,373931;2949,955;0,0;1000000,0;100000,0;4,821073;1,2110018;7523,8345;2443,3774;64,873604;0,3463319;0,0;6,5272985;134,41302;1,0;1000000,0;100000,0
2026-01-19T08:05:23Z;3,2441008;5,137345;6642,7383;16128,778;64,71414;0,312077;2,9802322e-08;6,5933332;139,72469;2,9802322e-08;1000000,0;100000,0;2,723244;7,296062;5236,5913;14843,524;64,51391;0,3359215;5,9604645e-08;7,3654084;3287,175;2,9802322e-08;1000000,0;100000,0;4,0959034;1,081419;6914,0874;2369,864;64,44757;0,4281779;5,9604645e-08;6,5769672;133,45076;1,0;1000000,0;100000,0
2026-01-19T08:05:24Z;4,021929;6,900114;7160,472;16402,336;65,17395;0,40336448;0,0;6,640379;139,94974;0,0;1000000,0;100000,0;3,713533;7,2561283;7581,9165;15326,927;65,104576;0,3192937;0,0;7,2800913;2126,1187;0,0;1000000,0;100000,0;5,2000504;1,2264041;9154,917;2352,1218;64,575;0,5075861;0,0;6,6544075;134,29376;1,0;1000000,0;100000,0
2026-01-19T08:05:25Z;3,050425;5,7087026;5828,533;12689,021;66,22981;0,22572774;0,0;6,542119;139,75977;0,0;1000000,0;100000,0;2,927025;7,0841703;5597,81;13007,403;66,39297;0,38375893;0,0;7,291049;3300,4785;0,0;1000000,0;100000,0;4,312417;1,2153369;6851,677;2299,448;65,55339;0,33886808;0,0;6,6053243;134,34525;1,0;1000000,0;100000,0
2026-01-19T08:05:26Z;3,3825414;7,9060993;6950,205;17216,36;64,3931;0,32394597;0,0;6,557448;139,91179;0,0;1000000,0;100000,0;3,0140276;6,5949655;6562,8657;11447,39;64,53864;0,30387062;0,0;7,283318;1451,313;0,0;1000000,0;100000,0;3,8169441;1,1720184;9238,965;2437,9722;64,38789;0,32055232;0,0;6,7627463;134,28503;1,0;1000000,0;100000,0
