timestamp;rx_mbps_p1;tx_mbps_p1;rx_pps_p1;tx_pps_p1;avg_rx_pkt_bytes_p1;util_rx_pct_p1;drop_p1;delay_ms_p1;last_payload_bytes_p1;priority_tag_p1;policing_rate_kbps_p1;policing_burst_kbps_p1;rx_mbps_p2;tx_mbps_p2;rx_pps_p2;tx_pps_p2;avg_rx_pkt_bytes_p2;util_rx_pct_p2;drop_p2;delay_ms_p2;last_payload_bytes_p2;priority_tag_p2;policing_rate_kbps_p2;policing_burst_kbps_p2;rx_mbps_p4;tx_mbps_p4;rx_pps_p4;tx_pps_p4;avg_rx_pkt_bytes_p4;util_rx_pct_p4;drop_p4;delay_ms_p4;last_payload_bytes_p4;priority_tag_p4;policing_rate_kbps_p4;policing_burst_kbps_p4
2026-01-19T08:05:16Z;3,632755;6,2608223;5813,5396;13863,449;64,64367;0,3734172;0,0;6,5933194;139,86671;0,0;1000000,0;100000,0;3,8069804;6,7177343;5738,3687;14734,216;64,52043;0,31464028;0,0;7,2800307;3200,1301;0,0;1000000,0;100000,0;4,331956;1,1011038;7339,9355;2476,6726;64,654816;0,3578453;0,0;6,524004;133,55463;1,0;1000000,0;100000,0
2026-01-19T08:05:17Z;3,9020014;8,27628;7330,622;16552,928;64,39794;0,3932532;0,0;6,4507284;139,9066;0,0;1000000,0;100000,0;3,5150247;6,2495155;7408,6387;13387,982;64,51195;0,3772168;0,0;7,28;2475,2559;0,0;1000000,0;100000,0;4,4778657;1,1209581;10608,3955;2465,5947;64,618965;0,47000661;0,0;7,278746;134,14447;1,0;1000000,0;100000,0
2026-01-19T08:05:18Z;3,2250035;5,877365;5749,921;11173,672;65,27277;0,31425455;0,0;6,6992316;139,84084;2,9802322e-08;1000000,0;100000,0;3,1627455;6,380761;6215,5728;12693,121;64,77437;0,3395901;2,9802322e-08;7,2800307;1668,5138;0,0;1000000,0;100000,0;3,8947878;1,1529151;8017,167;2420,9385;64,820694;0,39433503;0,0;6,5232177;133,93845;1,0;1000000,0;100000,0
2026-01-19T08:05:19Z;3,7094615;7,906538;8220,378;15689,766;64,59089;0,47188634;0,0;6,598002;139,71825;0,0;1000000,0;100000,0;4,230299;6,6636167;10381,794;15160,591;64,56764;0,47154915;0,0;7,28;2957,2686;0,0;1000000,0;100000,0;5,0454803;1,1290834;10303,24;2129,9697;64,672585;0,53749;0,0;6,6266584;133,44171;1,0;1000000,0;100000,0
2026-01-19T08:05:20Z;4,0029507;6,685346;7479,0435;13077,749;64,59658;0,44110444;0,0;6,4935036;139,87405;0,0;1000000,0;100000,0;3,6801424;6,242882;8495,882;14530,178;64,47863;0,44248465;0,0;7,28;1880,0585;0,0;1000000,0;100000,0;4,9209895;1,1870373;8776,514;2181,0442;64,71056;0,48881656;0,0;6,70539;134,2984;1,0;1000000,0;100000,0
2026-01-19T08:05:21Z;7,514329;13,232665;14553,216;27612,637;64,1758;0,7515796;0,0;6,4286304;139,86809;0,0;1000000,0;100000,0;7,701913;4,829196;14588,082;14328,524;64,32451;0,7547083;0,0;7,28;2557,927;0,0;1000000,0;100000,0;8,087992;1,1026096;16103,355;2311,4858;64,50385;0,8166835;0,0;7,0796547;133,8875;1,0;1000000,0;100000,0
2026-01-19T08:05:22Z;2,8607018;6,8367105;4806,637;13796,783;65,00486;0,3094593;2,9802322e-08;6,8255105;139,869;5,9604645e-08;1000000,0;100000,0;2,9300852;5,781166;6182,548;14646,65;64,82117;0,35367176;2,9802322e-08;7,280122;1786,9613;2,9802322e-08;1000000,0;100000,0;3,8483016;1,1830745;6811,8594;2352,938;64,71841;0,40901834;2,9802322e-08;6,54734;133,82104;1,0;1000000,0;100000,0
2026-01-19T08:05:23Z;3,416677;6,8909087;7500,0776;14516,913;64,5431;0,3036751;1,7881393e-07;6,6726165;139,79655;8,940697e-08;1000000,0;100000,0;3,2752664;6,4298787;6391,3066;13073,323;64,596954;0,40518412;8,940697e-08;7,2801523;2703,6946;8,940697e-08;1000000,0;100000,0;3,9190776;1,1195351;8500,212;2362,5188;64,30851;0,39566764;5,9604645e-08;6,508762;134,4101;1,0;1000000,0;100000,0
2026-01-19T08:05:24Z;4,149237;7,7061477;7768,788;17172,436;64,66752;0,40079862;0,0;6,5003333;139,818;0,0;1000000,0;100000,0;4,5082335;6,4549327;9763,596;13850,385;64,76208;0,42292273;0,0;7,28;1661,6609;0,0;1000000,0;100000,0;5,168547;1,1436582;8929,3545;2421,3894;64,55297;0,46352273;0,0;7,5887933;134,1641;1,0;1000000,0;100000,0
2026-01-19T08:05:25Z;3,5323155;6,5844955;7209,766;14381,477;64,27953;0,42876026;0,0;6,457034;139,74768;0,0;1000000,0;100000,0;3,8550909;6,614715;7876,1875;14248,696;64,297745;0,46079615;0,0;7,28;3235,9756;0,0;1000000,0;100000,0;4,307776;1,1973866;9837,288;2199,0383;64,534424;0,5246767;0,0;6,7374616;134,03459;1,0;1000000,0;100000,0
