rx_mbps_p1,tx_mbps_p1,rx_pps_p1,tx_pps_p1,avg_rx_pkt_bytes_p1,util_rx_pct_p1,drop_p1,delay_ms_p1,last_payload_bytes_p1,priority_tag_p1,policing_rate_kbps_p1,policing_burst_kbps_p1,rx_mbps_p2,tx_mbps_p2,rx_pps_p2,tx_pps_p2,avg_rx_pkt_bytes_p2,util_rx_pct_p2,drop_p2,delay_ms_p2,last_payload_bytes_p2,priority_tag_p2,policing_rate_kbps_p2,policing_burst_kbps_p2,rx_mbps_p4,tx_mbps_p4,rx_pps_p4,tx_pps_p4,avg_rx_pkt_bytes_p4,util_rx_pct_p4,drop_p4,delay_ms_p4,last_payload_bytes_p4,priority_tag_p4,policing_rate_kbps_p4,policing_burst_kbps_p4
7.353240013122559,12.123276710510254,9548.3583984375,24498.501953125,64.58686065673828,44.24231060546393,0.0,10.870128631591797,139.95388793945312,1,16620.380205609952,1125.6831819960812,6.526540756225586,4.671356678009033,14369.330078125,11891.7919921875,64.1338882446289,61.39536967744218,0.0,7.28000020980835,1788.0836181640625,2,10630.346492956658,775.5892417208289,7.958383560180664,1.0217088460922241,14966.06640625,2103.76025390625,64.18932342529297,51.40542965313909,0.0,6.538167476654053,132.31661987304688,2,15481.601540463962,944.4176135749418
2.886963129043579,7.3295087814331055,6299.02197265625,15132.431640625,64.22061920166016,17.989623925998973,0.0,6.427389621734619,138.16966247558594,0,16047.934890919685,2355.2350929633344,2.9480483531951904,6.412361145019531,6545.7119140625,14390.654296875,64.4196548461914,71.15801161347225,0.0,7.28000020980835,2210.78857421875,0,4142.960536696053,423.5797078351167,3.2055327892303467,1.1529150009155273,7084.76025390625,2491.533447265625,64.16535186767578,129.84977038683286,7.368855194777425,6.455135822296143,134.2612762451172,1,2468.6471953660075,407.6822629801178
3.7239599227905273,7.480391025543213,6711.39404296875,15462.072265625,64.77507781982422,128.42467379658802,8.242368385444587,6.4290008544921875,139.96885681152344,0,2899.723122393041,551.675777911505,3.2398383617401123,6.39979887008667,7143.3759765625,14038.576171875,64.7649154663086,34.984489887109895,0.0,7.280030727386475,3146.57568359375,2,9260.784963167278,1289.6138309151231,4.154702186584473,1.1687290668487549,7995.92919921875,2426.11767578125,64.68988037109375,29.09962315841652,0.0,6.538666248321533,133.7517547607422,1,14277.511862677955,2126.6629849993788
3.305799961090088,6.295117378234863,5686.99462890625,12425.0966796875,64.3133316040039,92.2816828707316,0.0,6.427191257476807,139.99925231933594,2,3582.29276492378,361.1655455351397,3.795719623565674,7.0481133460998535,4431.82666015625,14919.0791015625,64.31443786621094,82.20154736333095,0.0,7.28000020980835,3281.705078125,2,4617.57697794351,418.4621930736885,2.433389902114868,1.221713900566101,6246.2998046875,2599.88623046875,64.36131286621094,21.657779093851143,0.0,6.4531378746032715,132.14511108398438,1,11235.63908392153,1405.8824571261282
2.106849431991577,4.395701885223389,5296.33740234375,11736.529296875,64.29643249511719,11.199216463666477,0.0,6.425131320953369,139.99920654296875,1,18812.471140901762,1746.7085938165064,2.385155439376831,5.790397644042969,6068.65087890625,14913.537109375,64.49000549316406,74.66768856699032,0.0,7.28000020980835,3011.755126953125,1,3194.3609924903626,172.14148325392497,3.502685785293579,0.9275264739990234,7361.5283203125,2406.18408203125,64.13298797607422,26.818631807131126,0.0,7.090549468994141,133.8957061767578,1,13060.64312380117,2058.6367536895355
3.321476459503174,6.911148548126221,7822.26220703125,15585.966796875,64.77997589111328,23.833338837526792,0.0,6.454054832458496,139.1997528076172,0,13936.26207869024,2767.593650717191,2.6975224018096924,5.332701206207275,5207.15478515625,14229.6015625,65.15365600585938,36.942732563568946,0.0,7.280030727386475,1526.06494140625,2,7301.902901459054,1416.312542642174,3.17366361618042,1.0681042671203613,7554.8369140625,2459.40283203125,64.30371856689453,24.102711363180063,0.0,6.480226516723633,134.41038513183594,2,13167.24714658834,2103.453341494199
3.743401288986206,8.437724113464355,6389.70458984375,16333.7744140625,64.5551986694336,30.25734888506192,0.0,6.497106075286865,139.95025634765625,1,12371.874949809699,687.0836663865844,4.227785110473633,5.940995693206787,8246.3837890625,13190.8173828125,64.39292907714844,26.181907365086165,0.0,7.28000020980835,1883.355224609375,0,16147.735523225452,2649.42296052013,3.981074571609497,1.1271398067474365,7936.5830078125,2561.770263671875,64.61699676513672,120.85445886106581,6.8696806383151765,6.453629016876221,133.72564697265625,2,3294.1063990591074,368.29377337247126
3.236825704574585,6.557244300842285,4531.5615234375,16391.64453125,65.07662963867188,146.83948445041833,10.324964490500989,6.429608345031738,139.99867248535156,0,2204.329234543651,133.074876213451,1.6636360883712769,4.863804817199707,5586.9716796875,12934.2412109375,64.63330078125,22.448545659633577,0.0,7.28000020980835,3147.946044921875,1,7410.885914939011,759.0023449366728,4.000218391418457,1.0035775899887085,5762.25048828125,1634.0712890625,64.83592987060547,58.8935160725737,0.0,6.541595935821533,133.2049560546875,1,6792.2901749149405,668.4097139596606
5.2363600730896,8.142793655395508,10143.119140625,17636.29296875,64.14319610595703,27.313147370244884,0.0,6.425199508666992,139.91555786132812,2,19171.572548192573,1453.7632388391633,6.043550968170166,6.951476573944092,10955.201171875,16363.3154296875,64.1072998046875,32.715110767573805,0.0,7.28000020980835,1421.465087890625,1,18473.270117245575,2541.7821748397832,7.291784763336182,1.1633987426757812,13626.2744140625,2589.24609375,64.20848083496094,63.02945025754637,0.0,6.453188896179199,134.20875549316406,2,11568.853350574354,1855.7903806410036
3.129772901535034,6.438283443450928,7360.89306640625,16065.09375,64.48661041259766,22.03566559036105,0.0,6.464627265930176,139.94308471679688,0,14203.214948895353,1321.1148593282348,3.4305386543273926,6.606441497802734,8145.1455078125,13369.8984375,64.45862579345703,20.615635714202764,0.0,7.28000020980835,3227.902099609375,2,16640.469504684464,1751.2329541189688,3.6254096031188965,1.2362130880355835,7533.69970703125,2556.031982421875,64.42771911621094,19.61582962386432,0.0,6.458232402801514,132.2738037109375,1,18482.06136312548,2315.133442406864
