rx_mbps_p1,tx_mbps_p1,rx_pps_p1,tx_pps_p1,avg_rx_pkt_bytes_p1,util_rx_pct_p1,drop_p1,delay_ms_p1,last_payload_bytes_p1,priority_tag_p1,policing_rate_kbps_p1,policing_burst_kbps_p1,rx_mbps_p2,tx_mbps_p2,rx_pps_p2,tx_pps_p2,avg_rx_pkt_bytes_p2,util_rx_pct_p2,drop_p2,delay_ms_p2,last_payload_bytes_p2,priority_tag_p2,policing_rate_kbps_p2,policing_burst_kbps_p2,rx_mbps_p4,tx_mbps_p4,rx_pps_p4,tx_pps_p4,avg_rx_pkt_bytes_p4,util_rx_pct_p4,drop_p4,delay_ms_p4,last_payload_bytes_p4,priority_tag_p4,policing_rate_kbps_p4,policing_burst_kbps_p4
3.8618948459625244,7.607107,12768.019,10180.852,63.574078,29.623296532516193,0.0,6.06398,141.06113,0,13036.681591879864,1303.6681591879865,1.3621723651885986,5.584119,2448.6182,9893.766,66.12152,11.414755442650634,0.0,-62.455193,3860.3906,1,11933.434509677825,1193.3434509677825,4.958676815032959,1.10884,7409.326,2322.6692,64.55443,41.537790803833055,0.0,7.2610435,131.44836,2,11937.748058029554,1193.7748058029554
3.2454771995544434,6.86758,10253.717,12281.704,62.550682,66.20782661414604,0.0,6.245495,140.93686,2,4901.953991736999,490.19539917369997,2.129944222845346,6.048346,3478.6565,11605.456,64.59455,86.38741065259322,0.0,-38.99859,3705.69,1,2465.5724795490305,246.55724795490306,4.1076531410217285,1.1465288,6948.9175,2417.585,63.397266,88.90987640302443,0.0,7.024526,131.93956,2,4620.018953127236,462.00189531272366
2.0739098272663963,6.3174696,10627.993,11011.889,63.07204,35.416508040955144,0.0,5.814963,140.6101,2,5855.771621719896,585.5771621719896,2.186429262161255,6.2158556,4900.283,11840.647,64.85781,29.188088426777632,0.0,-35.601715,2931.5474,2,7490.827183308753,749.0827183308753,4.472571849822998,1.1559548,9556.652,2437.9841,63.803234,71.1739613216467,0.0,6.593826,132.98558,1,6284.000169121849,628.4000169121849
0.9548950498077348,6.4088373,11073.039,11047.511,63.383114,11.099176085061863,0.0,6.332014,140.5349,2,8603.296699589322,860.3296699589323,1.5537142753601074,5.836807,3968.8975,11733.279,65.26666,13.498890663304916,0.0,-37.98143,2961.7964,1,11509.940439651755,1150.9940439651755,1.6912272300957765,1.1542261,8338.665,2444.0696,64.07135,24.310645268303773,0.0,7.1791735,132.22603,1,6956.735254990534,695.6735254990534
3.3509089946746826,5.723201,11432.97,11276.047,62.10849,28.623985477929804,0.0,5.67294,140.62292,2,11706.647200678475,1170.6647200678476,3.7136281703286045,5.826673,4004.8372,11345.083,64.34107,53.661665255989355,0.0,-35.748535,3358.8435,2,6920.44898832899,692.044898832899,2.905130178997723,1.1394563,7641.65,2429.2124,63.25915,29.733239205823892,0.0,6.971788,131.9217,1,9770.64812510805,977.064812510805
3.202270030975342,6.4836335,10023.132,13265.5625,63.638565,21.451702951048844,0.0,6.135992,140.22751,0,14927.812669617319,1492.781266961732,2.42191219329834,5.8130817,5067.842,11236.156,65.46115,32.86386567740793,0.0,-29.55313,4008.8506,0,7369.529248542631,736.9529248542631,4.6465630531311035,1.1017842,7841.2163,2318.962,64.36642,138.59391341458704,16.173965339617734,6.5275774,133.75319,1,3352.6458259616847,335.2645825961685
3.591193675994873,6.725702,10359.384,11017.475,63.957287,95.6961797900462,0.0,6.100084,140.54433,1,3752.70327809722,375.270327809722,2.679672956466675,6.000604,4904.527,12587.832,65.57786,46.219032813873426,0.0,-33.65956,4001.067,0,5797.769432471389,579.776943247139,4.1834635734558105,1.1496632,8322.471,2453.7502,64.54632,32.54308375407558,0.0,6.7423916,133.55891,1,12855.154124513134,1285.5154124513135
2.8638505365832954,8.424647,14028.244,16303.121,62.744587,60.82714726535755,0.0,6.2711496,140.50777,0,4708.1782811378425,470.8178281137843,3.099939591693052,5.6265693,5949.3447,10702.693,65.24185,31.234239659052644,0.0,-42.38909,3450.8076,1,9924.81208293026,992.4812082930262,6.221053123474121,1.1623559,10146.145,2520.769,63.900333,64.9248651001028,0.0,7.384567,132.78394,2,9581.92691487667,958.1926914876672
3.086225433214706,6.942711,9589.322,12604.369,64.30222,92.49382047232987,0.0,6.4556293,140.7193,2,3336.6828372474574,333.6682837247458,2.2691826820373535,5.777959,4087.4346,11345.416,66.14912,25.766227355957316,0.0,-38.270943,3651.7097,1,8806.809979159421,880.6809979159422,4.693930625915527,1.136076,8069.9717,2377.6472,64.83014,136.48218943252812,15.683810740233332,6.6409163,133.3408,2,3439.225766696861,343.9225766696861
3.3998741344404984,6.241307,12238.041,9174.492,62.047184,43.72781064642829,0.0,6.433961,140.86588,0,7775.084286590511,777.5084286590511,1.1670629978179932,5.3107996,2307.789,9676.844,64.94046,54.90801825666991,0.0,-56.165756,2730.2026,2,2125.4873784781425,212.54873784781427,4.544235706329346,1.0772717,7408.768,2351.1072,63.27243,79.5202413513097,0.0,7.4369473,132.62587,1,5714.564781378775,571.4564781378775
0.9265050647210988,6.4102526,11244.504,10794.115,62.337334,21.7387076303245,0.0,6.178236,141.92879,1,4262.006189497055,426.20061894970553,1.6408782005310059,5.685142,2166.651,10351.032,64.96406,13.360976241336347,0.0,-59.359688,3419.5327,0,12281.125053231046,1228.1125053231046,1.2199440330005271,1.1150368,8131.7607,2353.458,63.23851,10.485411558086758,0.0,7.244301,133.09122,1,11634.679537777976,1163.4679537777977
3.565583839796894,6.519242,11270.72,10247.106,63.422993,41.1375874652324,0.0,6.0610986,139.84137,1,8667.459760031776,866.7459760031776,3.8756950644182337,5.5293503,2995.5532,11284.374,65.80357,144.2674711616708,14.865376279391858,-61.82344,4399.7266,2,2686.464962066885,268.64649620668854,3.0708543560046055,1.1248536,6656.705,2460.8782,64.48805,33.114226616203126,0.0,7.338502,133.46483,1,9273.519782285977,927.3519782285978
2.0609070139693255,9.044007,12260.821,15307.967,63.341675,25.105801556331457,0.0,6.1920323,140.42024,0,8208.88753280846,820.888753280846,2.8846945762634277,5.5149426,5805.156,10424.865,65.28456,22.885072808591516,0.0,-30.336775,2586.8855,0,12605.136109422625,1260.5136109422626,5.326067924499512,1.1482493,9591.958,2405.6992,63.99446,141.72255947171973,19.599665938743193,6.8363194,132.21436,1,3758.0946494000564,375.8094649400057
3.8192286491394043,6.295175,10729.881,10826.886,62.400024,49.380905204863694,0.0,5.8775897,140.27486,0,7734.221625332286,773.4221625332286,2.0982463359832764,5.9088063,4392.971,11905.835,64.38877,17.6309130405138,0.0,-41.110443,4064.0508,2,11900.951080421919,1190.095108042192,3.461256292050526,1.1673357,8133.9453,2430.3013,63.293762,26.037306516664117,0.0,7.099054,131.77429,2,13293.449880598404,1329.3449880598405
2.795193672180176,6.780468,9999.398,12135.953,63.625248,22.557904417801407,0.0,5.9825926,140.56575,1,12391.193882240093,1239.1193882240095,2.4994850158691406,5.708847,4340.3896,11145.312,65.70369,115.1699672770201,4.115342176069907,-37.38362,4436.4736,0,2170.257641783548,217.02576417835482,1.5320616179474118,1.1189786,8260.027,2423.534,64.30012,12.11917785407121,0.0,7.152696,132.64627,2,12641.629955391276,1264.1629955391277
2.226357936859131,6.0168915,11302.947,10530.428,62.3836,75.74732047893156,0.0,6.17966,141.80205,0,2939.190353906146,293.9190353906146,1.6956110000610352,5.723781,2873.6816,11235.397,64.403824,28.584552010717484,0.0,-48.385666,3507.3118,2,5931.913851318304,593.1913851318304,3.584268086930088,1.1156464,8362.996,2371.769,63.10229,27.032366428055138,0.0,7.2184167,133.38535,1,13259.172468194309,1325.917246819431
3.136880874633789,7.301932,10829.151,10318.4375,63.17877,35.16851257257781,0.0,6.131367,141.06065,1,8919.572211534847,891.9572211534847,2.333636522293091,5.77928,4188.849,11284.706,64.830215,15.63334612428193,0.0,-39.00206,2225.2166,0,14927.300296054049,1492.730029605405,4.486068248748779,1.1071534,8215.665,2336.791,63.746513,41.76967965994271,0.0,7.017525,133.46596,2,10740.011140307923,1074.0011140307922
3.8292884826660156,7.8819275,12167.001,12791.217,63.54391,41.9457132972606,0.0,6.2355814,140.93678,1,9129.153330946214,912.9153330946215,2.9179890155792236,5.7447257,4443.6187,11220.44,66.02824,21.683283478824674,0.0,-41.168884,2789.7554,2,13457.320790132431,1345.7320790132433,4.63551664352417,1.1600461,9298.642,2434.9272,64.61584,43.10435213222701,0.0,7.0125685,132.89365,2,10754.173103690895,1075.4173103690896
2.0764517526180604,14.590699,22940.82,26260.25,61.90964,91.89711922790613,0.0,6.0510817,140.9808,1,2259.5395482076333,225.95395482076333,5.955069065093994,4.2262564,11254.847,8064.632,65.141426,126.76031653516829,15.71465123378058,-81.07052,4243.561,1,4697.896966391548,469.7896966391548,8.754100799560547,1.1169581,16561.512,2377.0344,63.624935,88.10775951471375,0.0,7.5426846,131.42216,2,9935.675186586304,993.5675186586304
3.1790735721588135,6.628986,11920.867,8584.379,62.985962,24.176335021497003,0.0,5.8675733,140.74127,1,13149.526465992712,1314.9526465992712,1.9752874374389648,5.459,4610.974,10692.61,65.181114,56.45931379279844,0.0,-53.526184,2939.1572,2,3498.6033388363976,349.8603338836398,0.7519952708471496,1.1099485,8638.498,2356.5815,63.828876,8.14404914446517,0.0,7.066208,133.76288,1,9233.677959301338,923.3677959301339
7.372503280639648,14.143475,22014.656,25008.254,61.673687,126.94521895462225,19.560968579241727,6.1299095,141.20006,2,5807.62579430031,580.762579430031,5.14430046081543,3.9876301,11041.601,7258.3247,64.64689,152.53744605275222,22.14770986838305,-73.423454,4370.1646,1,3372.4836713447858,337.2483671344786,8.274673461914062,1.1247865,15715.428,2400.5505,63.154606,140.30870669467424,29.714957951283623,7.505132,130.97668,1,5897.476825811373,589.7476825811373
3.439270257949829,6.290365,10094.337,8980.837,62.497196,31.265282371845476,0.0,5.8298225,139.8978,0,11000.285291032289,1100.028529103229,1.7849338054656982,5.91025,4411.124,11340.154,64.531845,19.068654214922628,0.0,-43.20336,3952.5623,0,9360.565173334864,936.0565173334865,4.612117290496826,1.117186,7723.88,2372.1519,63.54759,140.93891375603843,16.746179865840425,6.825194,132.23422,2,3272.4229012295923,327.2422901229593
